user,item,score,context,value
16,4,2,d,0.776
14,7,4,a,0.412
12,4,3,c,0.843
20,5,5,c,0.517
19,4,4,b,0.149
10,3,3,a,0.215
9,3,3,b,0.171
20,4,5,a,0.610
7,7,3,c,0.127
3,6,4,b,0.235
16,1,4,a,0.136
13,1,3,b,0.755
10,1,2,c,0.774
10,6,5,c,0.592
4,4,5,c,0.300
14,10,2,c,0.277
6,2,1,d,0.155
19,9,3,c,0.351
2,2,1,d,0.268
6,3,3,c,0.931
4,2,3,a,0.304
6,5,5,d,0.183
12,5,2,a,0.080
16,5,4,c,0.618
17,4,2,d,0.270
3,6,5,d,0.794
15,7,2,b,0.438
16,10,4,a,0.047
2,6,5,d,0.783
19,10,5,d,0.786
11,10,5,d,0.713
11,4,1,b,0.071
13,7,3,b,0.283
1,4,1,a,0.637
2,4,3,c,0.952
2,3,2,b,0.660
17,2,5,c,0.177
4,4,3,d,0.676
6,7,3,b,0.590
17,3,4,b,0.088
14,8,3,b,0.358
2,9,3,b,0.953
2,10,1,b,0.986
9,1,5,d,0.538
16,5,4,b,0.712
20,9,4,b,0.077
13,7,3,b,0.660
10,5,4,c,0.836
13,2,5,c,0.505
7,5,3,d,0.712
14,9,3,b,0.132
6,10,3,a,0.505
19,1,1,a,0.208
20,8,1,b,0.161
3,5,1,b,0.874
14,10,3,a,0.235
12,7,4,a,0.439
20,10,3,c,0.242
4,1,3,b,0.379
1,7,3,d,0.507
14,1,4,c,0.594
17,6,5,a,0.094
12,8,5,c,0.222
1,1,3,d,0.417
14,10,3,a,0.894
11,3,2,a,0.473
13,7,1,a,0.456
14,1,4,a,0.144
1,7,1,a,0.890
1,4,5,c,0.987
15,3,2,c,0.806
4,5,1,a,0.687
12,9,1,b,0.845
3,2,2,c,0.012
19,8,2,c,0.287
2,1,2,a,0.846
9,2,5,a,0.616
14,4,1,d,0.564
12,7,4,a,0.077
1,7,1,b,0.549
9,10,4,c,0.185
7,7,1,a,0.640
3,1,1,d,0.251
19,4,1,c,0.670
17,1,2,b,0.219
9,8,1,a,0.690
11,9,4,b,0.447
16,8,4,b,0.339
11,10,3,b,0.051
10,1,5,b,0.698
3,2,1,a,0.786
10,6,1,a,0.408
19,10,3,c,0.528
2,4,1,b,0.453
16,3,5,b,0.283
5,1,1,c,0.425
7,8,5,c,0.771
8,2,1,a,0.558
12,3,3,b,0.974
11,10,5,b,0.098
5,4,2,a,0.127
8,3,4,a,0.919
16,4,1,d,0.158
10,2,3,b,0.537
5,9,2,d,0.790
10,5,1,d,0.097
9,4,1,a,0.590
20,5,2,a,0.532
12,5,3,c,0.912
17,4,5,a,0.242
1,1,4,d,0.765
4,1,5,d,0.592
12,3,1,d,0.309
10,10,3,c,0.498
16,3,5,b,0.128
17,7,2,b,0.211
18,10,5,a,0.235
11,1,3,a,0.945
13,2,4,d,0.036
13,1,2,a,0.691
10,7,1,c,0.678
13,2,5,b,0.011
18,3,4,b,0.487
2,10,4,c,0.612
8,4,4,a,0.286
12,5,3,a,0.313
1,9,3,a,0.628
8,3,5,b,0.565
9,3,1,c,0.462
20,8,4,b,0.871
14,3,5,d,0.645
4,1,2,a,0.984
20,1,2,a,0.436
10,6,1,c,0.701
4,4,5,b,0.670
18,4,3,a,0.250
9,8,2,b,0.538
10,3,5,c,0.190
9,8,1,c,0.842
15,9,4,d,0.831
20,4,3,c,0.859
12,7,1,b,0.740
6,3,2,d,0.901
2,2,2,a,0.664
7,4,3,c,0.534
9,9,1,a,0.369
16,8,3,b,0.888
1,4,5,b,0.466
14,10,3,c,0.502
12,9,2,a,0.844
11,5,2,d,0.245
1,8,4,c,0.858
19,6,5,a,0.029
18,1,2,d,0.206
3,5,5,d,0.074
13,9,2,b,0.825
10,7,5,a,0.095
16,2,5,b,0.507
2,7,2,c,0.742
7,5,3,b,0.258
18,1,4,b,0.455
13,1,4,a,0.361
11,10,2,a,0.146
8,6,2,d,0.261
9,6,5,d,0.318
11,2,4,d,0.178
19,8,2,a,0.134
14,3,4,c,0.153
5,3,1,c,0.949
3,9,1,a,0.563
20,4,3,b,0.083
2,6,1,c,0.962
16,4,1,a,0.881
6,5,4,a,0.399
12,4,1,d,0.325
5,5,4,a,0.620
2,8,1,a,0.295
11,5,4,c,0.212
18,8,3,c,0.224
3,3,3,b,0.462
6,2,5,b,0.374
15,9,2,a,0.751
10,7,5,a,0.220
13,2,5,b,0.655
3,5,2,a,0.370
1,8,5,a,0.597
13,2,3,c,0.149
5,7,1,c,0.076
17,10,5,a,0.658
7,3,3,d,0.765
7,10,2,c,0.051
4,8,1,c,0.581
11,9,1,a,0.916
14,10,5,d,0.433
10,1,3,a,0.951
3,1,5,c,0.445
10,5,2,b,0.949
12,3,3,c,0.464
11,10,3,a,0.988
20,2,3,b,0.571
2,8,2,a,0.173
10,8,1,c,0.718
2,6,2,b,0.739
12,4,4,d,0.103
1,7,1,b,0.844
19,1,1,c,0.678
13,2,3,d,0.436
8,6,4,c,0.695
12,5,2,d,0.339
14,1,2,c,0.881
15,10,4,a,0.973
14,1,5,b,0.862
6,1,2,a,0.644
4,10,1,c,0.901
12,2,2,b,0.453
20,4,2,a,0.082
17,6,3,d,0.199
18,3,1,a,0.222
16,2,1,c,0.241
8,7,1,b,0.459
16,10,5,c,0.210
20,7,1,c,0.981
1,10,3,a,0.297
16,4,4,b,0.426
13,4,2,b,0.800
7,2,2,a,0.890
8,9,4,a,0.664
17,2,5,c,0.773
6,10,4,d,0.625
10,6,1,b,0.754
13,4,4,b,0.899
19,9,5,b,0.555
18,4,5,b,0.159
16,6,5,c,0.345
8,9,3,a,0.164
20,8,4,b,0.465
20,2,3,b,0.330
16,7,2,c,0.106
1,5,3,c,0.052
20,5,1,c,0.796
2,3,4,b,0.738
8,7,3,a,0.115
11,7,4,a,0.340
19,2,5,a,0.219
13,5,1,c,0.378
14,8,2,c,0.464
2,6,3,a,0.469
6,1,2,a,0.713
9,7,2,b,0.376
3,1,1,d,0.643
14,3,3,b,0.334
16,8,5,b,0.885
6,3,3,c,0.566
10,4,5,c,0.454
12,3,3,b,0.161
6,5,1,c,0.459
9,9,1,a,0.502
9,5,1,a,0.382
15,4,4,c,0.010
3,4,2,b,0.915
20,9,1,c,0.200
18,1,2,b,0.878
16,8,3,c,0.569
4,10,3,d,0.685
12,5,4,b,0.857
15,6,1,d,0.049
5,1,3,c,0.780
11,6,3,b,0.467
6,10,3,d,0.107
14,5,5,b,0.167
18,10,3,d,0.535
6,10,1,d,0.839
9,7,3,b,0.484
16,10,5,c,0.037
15,10,4,a,0.558
15,4,5,d,0.507
13,4,5,c,0.497
19,8,3,b,0.285
15,1,3,c,0.058
2,8,4,d,0.187
9,2,4,d,0.521
18,5,1,a,0.123
2,5,3,d,0.157
8,9,3,d,0.776
17,1,1,a,0.748
8,10,2,b,0.946
20,2,5,c,0.683
14,1,4,b,0.776
14,3,4,d,0.764
20,6,2,d,0.581
5,10,5,b,0.551
20,5,4,b,0.791
6,2,4,a,0.445
16,6,3,b,0.021
17,10,1,d,0.987
9,6,2,a,0.695
19,4,4,b,0.075
5,10,4,c,0.932
13,5,5,a,0.485
2,4,3,a,0.833
5,10,1,a,0.272
18,10,4,a,0.273
19,8,1,a,0.950
3,5,1,b,0.542
17,10,1,b,0.190
10,9,5,a,0.241
13,1,2,c,0.326
12,1,4,c,0.697
20,10,2,c,0.564
5,10,4,c,0.276
1,2,1,b,0.871
14,2,1,a,0.152
7,3,1,b,0.401
3,2,1,a,0.019
11,4,5,b,0.943
16,3,3,c,0.953
7,9,5,d,0.804
8,9,4,d,0.140
12,5,2,c,0.424
11,9,5,a,0.766
17,4,3,d,0.736
4,9,4,b,0.428
17,6,5,c,0.775
5,7,2,c,0.777
2,8,5,a,0.621
18,10,2,c,0.681
1,1,5,a,0.963
16,7,2,d,0.741
15,3,5,a,0.564
13,8,2,b,0.115
7,1,1,d,0.026
17,4,5,b,0.441
17,1,5,a,0.204
2,10,4,a,0.641
14,8,3,a,0.815
5,5,2,d,0.687
17,3,2,d,0.720
5,8,1,c,0.210
4,5,5,c,0.791
3,7,5,c,0.598
1,1,1,b,0.741
20,7,3,d,0.915
12,4,4,a,0.390
4,1,2,a,0.953
17,9,2,b,0.911
7,4,1,d,0.932
5,10,5,c,0.974
8,9,5,b,0.334
12,9,4,d,0.298
4,6,3,a,0.942
12,3,5,b,0.284
1,10,5,b,0.331
8,5,3,d,0.443
1,8,3,a,0.267
15,5,1,d,0.943
15,6,3,b,0.403
5,7,2,c,0.516
8,6,1,c,0.508
20,7,2,b,0.044
18,4,2,b,0.538
4,1,4,b,0.969
3,10,4,d,0.904
8,1,1,d,0.193
10,5,2,a,0.229
8,6,1,b,0.767
16,10,3,a,0.889
1,2,5,a,0.051
14,4,3,d,0.560
14,6,1,c,0.313
18,1,5,d,0.076
5,5,1,b,0.059
17,8,3,b,0.669
6,7,2,c,0.896
10,2,5,b,0.425
14,6,2,b,0.232
11,4,3,c,0.012
13,1,1,d,0.461
15,10,5,d,0.442
20,1,3,c,0.606
18,1,5,c,0.158
11,10,1,d,0.221
14,8,4,a,0.408
19,4,4,a,0.959
18,4,4,c,0.167
13,8,4,b,0.204
9,7,3,c,0.983
4,1,3,a,0.628
17,7,3,c,0.569
19,3,5,c,0.987
19,10,4,d,0.911
18,6,3,b,0.859
3,3,3,c,0.459
12,9,4,b,0.979
10,10,5,c,0.429
13,7,3,c,0.539
19,1,3,c,0.869
1,6,5,c,0.040
13,5,3,c,0.138
4,8,2,c,0.954
20,5,2,b,0.148
17,6,2,b,0.520
7,1,3,b,0.193
8,9,5,c,0.820
10,10,4,b,0.409
7,10,3,d,0.653
2,3,2,d,0.243
9,8,3,d,0.781
17,7,3,a,0.615
12,1,5,c,0.257
9,5,1,c,0.641
10,1,3,c,0.505
5,2,5,b,0.944
2,9,1,c,0.598
3,6,1,a,0.440
11,9,3,b,0.042
20,8,3,c,0.151
7,3,4,a,0.202
16,5,1,c,0.099
17,3,5,a,0.100
13,6,3,a,0.538
20,6,5,d,0.818
7,2,1,c,0.258
7,6,1,c,0.548
9,2,3,a,0.219
7,1,3,c,0.213
18,1,2,d,0.096
17,10,3,a,0.033
1,7,3,c,0.880
6,3,2,d,0.754
1,2,4,c,0.622
11,4,3,a,0.517
6,2,1,d,0.056
9,5,1,b,0.297
5,2,2,d,0.542
10,1,2,b,0.655
6,5,4,c,0.839
14,8,1,d,0.529
18,4,4,b,0.508
11,4,4,b,0.165
17,3,2,b,0.112
13,7,5,c,0.823
18,8,5,b,0.347
17,9,2,a,0.571
4,1,1,c,0.604
11,3,2,c,0.273
16,3,2,d,0.326
14,10,1,c,0.400
8,7,5,b,0.236
3,7,4,c,0.958
5,8,3,b,0.097
17,10,4,b,0.777
6,1,1,b,0.824
15,9,1,d,0.015
2,2,2,d,0.919
9,2,5,a,0.816
19,8,1,d,0.912
10,7,3,b,0.494
15,3,3,c,0.571
1,8,3,c,0.847
3,10,4,d,0.456
18,3,2,a,0.207
8,3,4,c,0.710
4,9,1,b,0.759
6,1,1,a,0.188
19,7,3,d,0.706
2,5,1,a,0.264
2,5,3,a,0.984
13,5,3,b,0.354
2,7,2,c,0.693
12,1,4,d,0.291
12,2,5,d,0.716
18,1,1,c,0.958
20,10,3,b,0.766
18,6,3,a,0.241
16,9,4,c,0.789
9,8,4,d,0.740
20,6,1,c,0.754
20,2,2,c,0.322
10,3,5,d,0.947
12,5,2,a,0.567
20,7,4,c,0.796
11,4,1,b,0.167
4,5,5,c,0.376
1,6,4,a,0.519
4,5,4,c,0.081
14,5,3,c,0.085
14,5,3,a,0.495
2,3,5,d,0.713
2,3,5,c,0.240
14,2,4,d,0.629
11,10,2,a,0.185
15,1,4,a,0.118
3,3,5,c,0.765
11,5,5,d,0.869
8,9,2,b,0.684
4,9,3,d,0.924
14,5,1,c,0.454
15,3,3,b,0.368
16,3,5,d,0.432
7,2,1,b,0.502
19,3,5,d,0.553
4,1,4,d,0.985
1,4,4,b,0.875
6,6,3,a,0.278
15,8,2,d,0.580
20,10,5,b,0.185
10,6,5,b,0.464
16,3,4,a,0.150
14,1,5,a,0.754
3,7,4,c,0.757
5,3,2,d,0.239
6,5,1,d,0.037
15,3,2,b,0.652
10,4,1,a,0.269
3,10,4,c,0.712
18,4,4,d,0.804
20,6,5,c,0.584
13,7,5,c,0.696
4,6,2,c,0.475
19,3,3,c,0.970
12,4,1,b,0.833
1,6,3,b,0.283
16,9,5,c,0.708
13,3,5,c,0.320
12,4,2,d,0.744
11,8,3,a,0.729
2,3,3,b,0.966
1,3,5,b,0.769
4,10,5,d,0.020
6,7,3,b,0.523
7,8,4,a,0.175
1,7,5,a,0.596
2,8,4,a,0.871
19,6,5,b,0.208
16,3,2,a,0.806
13,5,4,b,0.417
12,6,4,c,0.425
5,7,5,d,0.715
19,1,2,c,0.226
12,2,5,b,0.903
12,8,3,d,0.697
12,5,2,c,0.470
3,2,4,d,0.576
6,9,5,d,0.549
9,3,5,d,0.101
4,10,1,b,0.094
13,10,3,b,0.951
7,7,4,d,0.235
7,10,1,d,0.606
8,4,1,a,0.426
10,6,3,b,0.039
7,7,5,c,0.274
18,6,3,a,0.324
16,8,4,d,0.620
15,1,5,c,0.757
13,2,3,b,0.165
13,7,5,b,0.690
12,10,4,b,0.270
15,9,1,a,0.565
4,1,5,d,0.520
20,10,1,d,0.531
5,2,3,a,0.626
16,10,1,c,0.294
14,3,4,c,0.314
15,6,3,c,0.751
4,2,2,b,0.443
7,9,3,d,0.764
13,5,2,a,0.401
7,5,1,d,0.875
10,8,2,a,0.233
8,6,3,a,0.842
3,9,2,b,0.843
3,4,1,c,0.029
9,9,1,a,0.259
5,3,1,b,0.452
5,4,2,c,0.662
6,4,1,a,0.285
11,7,3,d,0.226
1,10,1,d,0.924
11,7,5,d,0.592
16,3,1,b,0.531
16,2,4,b,0.161
12,6,1,b,0.600
13,3,1,d,0.342
11,4,3,a,0.491
2,6,2,b,0.800
18,10,5,a,0.527
17,5,3,b,0.779
3,2,5,d,0.079
13,7,1,c,0.596
1,10,2,b,0.287
14,9,1,c,0.416
12,5,5,c,0.035
3,4,3,c,0.827
2,9,5,d,0.458
16,10,2,a,0.894
13,8,3,a,0.569
7,1,3,c,0.234
10,10,5,a,0.255
12,4,5,d,0.797
6,3,5,c,0.063
18,9,4,a,0.568
9,1,1,b,0.829
4,5,5,a,0.717
17,2,4,c,0.851
4,6,2,b,0.854
11,2,3,c,0.641
7,8,5,a,0.269
18,6,3,d,0.981
15,4,5,b,0.166
17,10,4,c,0.753
8,6,2,c,0.054
4,2,5,a,0.145
15,6,3,d,0.159
13,6,5,d,0.919
12,2,1,a,0.589
18,3,3,c,0.021
12,2,5,a,0.361
1,9,1,a,0.333
1,5,5,d,0.407
12,4,5,b,0.803
13,7,1,b,0.841
11,5,2,c,0.115
6,7,5,d,0.424
1,5,4,c,0.074
20,4,3,b,0.780
20,1,2,b,0.017
20,7,4,a,0.258
17,6,4,d,0.246
17,1,5,a,0.357
4,5,1,b,0.382
8,9,5,d,0.438
11,5,3,c,0.677
20,9,2,b,0.477
5,6,2,c,0.432
5,4,1,d,0.264
15,1,4,d,0.954
16,3,2,d,0.585
5,6,1,b,0.324
13,1,2,a,0.497
3,9,3,a,0.917
13,7,1,d,0.280
9,8,3,c,0.629
20,5,4,a,0.788
1,10,1,d,0.764
6,7,1,a,0.564
2,2,3,c,0.633
8,7,1,b,0.820
20,1,4,a,0.290
19,7,2,a,0.047
5,1,2,b,0.207
20,4,4,a,0.709
10,2,3,c,0.387
10,1,5,c,0.425
16,5,1,c,0.206
11,1,2,a,0.398
14,6,4,b,0.152
19,5,5,d,0.842
11,5,5,d,0.362
17,6,3,c,0.188
17,7,3,c,0.818
7,7,5,d,0.606
7,6,1,c,0.018
6,9,2,b,0.426
9,9,2,c,0.388
4,5,3,b,0.338
18,10,5,a,0.292
13,10,5,d,0.449
4,3,3,d,0.420
18,6,3,c,0.245
10,6,4,a,0.967
13,10,4,d,0.663
1,6,4,b,0.079
7,2,2,a,0.639
12,4,5,c,0.796
18,2,3,d,0.494
2,9,5,c,0.959
11,10,1,a,0.411
2,1,4,c,0.151
9,5,3,b,0.364
3,3,5,d,0.723
6,10,1,b,0.718
18,1,5,a,0.602
8,3,5,c,0.038
6,5,5,c,0.954
17,6,1,d,0.116
14,3,4,b,0.259
18,9,5,b,0.468
11,9,1,c,0.737
17,2,4,a,0.252
8,8,5,b,0.624
6,10,1,d,0.280
4,10,1,c,0.636
2,8,1,a,0.068
12,8,4,b,0.865
15,9,1,d,0.781
18,8,2,d,0.465
4,1,5,c,0.404
16,7,5,c,0.885
16,4,3,a,0.633
12,9,2,b,0.290
14,7,4,d,0.424
17,3,5,d,0.532
11,4,2,c,0.575
18,10,2,a,0.358
16,5,4,d,0.120
20,4,3,d,0.819
15,10,5,c,0.682
16,8,2,b,0.033
4,8,2,a,0.373
4,3,4,d,0.315
14,7,1,a,0.773
15,10,4,b,0.278
11,1,1,a,0.564
5,10,5,a,0.663
11,1,3,c,0.833
4,9,4,a,0.736
16,2,1,b,0.324
20,5,4,c,0.532
7,6,5,c,0.344
2,4,4,c,0.986
9,4,4,c,0.935
17,5,4,d,0.259
18,6,1,c,0.475
8,5,1,a,0.115
13,7,4,b,0.760
10,6,5,a,0.129
11,7,2,c,0.453
19,10,2,a,0.539
2,5,1,d,0.301
12,7,2,b,0.462
20,7,4,d,0.586
18,8,1,a,0.737
16,3,1,d,0.155
15,6,1,a,0.409
20,10,1,c,0.193
15,4,4,b,0.777
19,2,2,b,0.576
4,10,3,a,0.250
8,8,1,b,0.055
1,7,5,d,0.360
2,1,3,a,0.097
3,9,2,b,0.525
10,8,1,d,0.629
15,8,3,c,0.612
3,3,2,d,0.564
2,9,2,b,0.048
9,3,1,d,0.562
6,8,1,a,0.270
2,2,2,b,0.638
16,8,1,c,0.276
3,8,4,a,0.245
3,3,3,c,0.545
7,7,4,c,0.639
13,2,1,b,0.634
1,1,4,a,0.104
4,4,4,a,0.694
4,9,4,a,0.450
8,7,2,a,0.337
18,2,3,a,0.849
4,5,2,d,0.919
11,8,3,d,0.271
16,6,2,c,0.073
16,4,3,a,0.659
20,7,2,b,0.088
3,4,3,b,0.463
17,1,3,c,0.029
18,4,2,b,0.495
17,2,3,b,0.624
19,1,2,b,0.356
20,7,4,d,0.578
15,6,2,c,0.250
8,7,4,a,0.889
17,5,5,c,0.808
20,10,3,c,0.825
17,3,5,b,0.670
13,3,5,a,0.976
18,6,1,a,0.794
9,9,4,c,0.378
2,8,5,a,0.796
14,9,2,d,0.081
9,3,1,a,0.076
10,5,1,d,0.475
12,10,5,c,0.289
2,6,5,a,0.505
6,4,2,a,0.937
17,1,5,d,0.464
1,2,2,b,0.472
14,5,5,b,0.786
6,6,1,c,0.789
19,9,2,b,0.237
3,10,3,d,0.326
11,1,3,a,0.278
7,9,4,b,0.137
13,9,2,a,0.189
6,3,4,c,0.586
15,10,2,d,0.104
16,9,5,a,0.412
4,4,2,c,0.640
10,4,2,b,0.456
7,10,5,d,0.445
2,6,5,d,0.124
19,2,4,a,0.966
9,6,3,d,0.689
9,8,5,d,0.020
11,10,4,a,0.806
15,9,3,c,0.285
9,10,4,b,0.881
5,7,1,d,0.591
9,8,2,b,0.791
16,1,3,b,0.114
4,10,3,a,0.412
3,2,4,b,0.440
10,6,1,a,0.561
14,5,1,c,0.970
20,5,1,d,0.591
2,9,1,a,0.527
18,1,1,a,0.036
11,3,2,c,0.701
10,9,1,d,0.627
8,9,3,c,0.331
14,7,2,a,0.252
14,3,3,a,0.202
3,6,2,d,0.450
18,7,1,c,0.891
16,6,1,c,0.863
8,10,1,a,0.791
19,8,4,a,0.488
6,2,4,d,0.374
17,1,5,b,0.224
8,2,5,d,0.021
7,2,5,b,0.042
17,2,3,b,0.808
15,2,3,c,0.918
15,6,4,c,0.092
13,10,5,c,0.918
10,10,5,c,0.358
12,8,4,b,0.558
14,9,2,b,0.083
15,7,2,d,0.614
5,9,1,d,0.839
1,8,5,c,0.192
18,6,2,a,0.806
12,6,5,d,0.831
6,8,1,d,0.093
15,2,5,d,0.209
20,3,3,c,0.732
16,9,5,a,0.346
14,1,5,c,0.329
20,6,1,c,0.552
2,6,2,a,0.245
5,1,1,c,0.428
13,4,1,d,0.136
11,8,3,c,0.581
15,4,5,c,0.696
10,9,4,b,0.245
18,8,5,c,0.455
14,8,2,c,0.969
18,6,3,d,0.575
18,5,5,c,0.554
10,4,2,d,0.498
4,10,3,d,0.422
14,7,1,c,0.295
18,5,5,b,0.286
9,3,2,d,0.346
13,9,5,d,0.878
10,6,3,b,0.505
9,8,1,a,0.341
5,6,1,b,0.813
6,5,2,a,0.361
9,1,2,c,0.558
6,8,2,d,0.415
12,5,1,c,0.277
10,3,4,b,0.721
13,10,3,a,0.366
3,9,4,a,0.404
17,9,1,a,0.317
13,3,2,b,0.168
6,8,3,c,0.926
2,1,5,d,0.683
9,5,5,d,0.267
18,9,2,c,0.583
11,4,3,b,0.285
16,6,2,d,0.522
10,7,3,c,0.559
19,5,1,d,0.781
19,5,2,c,0.192
14,9,4,d,0.704
9,5,4,c,0.477
15,4,3,c,0.985
19,9,1,d,0.024
5,3,4,b,0.254
8,4,5,b,0.735
5,8,5,c,0.791
10,5,4,d,0.987
9,7,2,c,0.540
3,7,3,a,0.324
5,10,1,a,0.334
12,3,4,d,0.933
2,4,4,d,0.242
16,9,1,d,0.073
2,10,5,b,0.973
7,1,2,c,0.872
9,10,2,b,0.259
19,3,2,a,0.600
4,2,4,d,0.709
10,10,4,a,0.517
4,7,5,d,0.703
9,7,5,a,0.304
15,8,4,b,0.409
20,4,5,c,0.342
10,9,2,b,0.836
20,1,2,c,0.767
1,1,4,a,0.806
1,7,3,c,0.787
3,10,2,b,0.656
2,10,5,b,0.806
14,1,3,a,0.399
13,2,3,a,0.221
3,10,1,a,0.527
11,6,5,a,0.163
10,2,5,d,0.738
17,6,2,c,0.045
16,2,1,a,0.956
17,1,5,d,0.500
10,3,3,d,0.167
9,5,5,d,0.963
18,7,4,d,0.818
5,2,4,d,0.813
4,8,1,c,0.692
4,9,5,d,0.241
2,6,3,d,0.311
1,3,2,d,0.731
8,2,3,d,0.621
17,8,5,c,0.933
2,9,4,d,0.770
2,5,2,d,0.300
20,9,1,c,0.497
12,7,2,c,0.068
4,7,4,a,0.261
5,1,3,b,0.181
2,7,2,b,0.453
17,2,2,b,0.061
10,10,2,a,0.475
4,6,3,b,0.325
2,10,4,b,0.971
16,7,5,a,0.099
6,7,4,c,0.583
16,5,3,d,0.437
9,10,5,a,0.143
19,2,3,a,0.930
19,2,4,b,0.545
7,10,5,b,0.820
2,5,2,b,0.055
19,6,4,b,0.615
19,4,4,c,0.186
18,5,1,c,0.577
3,9,4,d,0.473
6,5,3,c,0.786
14,10,3,d,0.926
10,8,2,d,0.923
1,7,2,d,0.061
3,10,5,d,0.750
7,10,3,b,0.695
1,4,1,d,0.672
2,4,3,a,0.636
10,2,3,c,0.379
15,8,1,b,0.828
13,6,1,c,0.437
12,8,5,c,0.109
2,9,1,d,0.918
5,9,4,c,0.548
11,3,4,a,0.744
19,7,3,a,0.024
19,1,4,d,0.857
20,1,1,d,0.959
15,3,4,c,0.599
7,7,5,c,0.807
12,9,1,a,0.679
20,8,2,d,0.601
6,4,4,c,0.864
1,6,3,c,0.513
4,5,4,c,0.889
6,2,5,a,0.229
9,3,2,a,0.811
8,10,2,a,0.650
10,2,2,b,0.773
18,10,2,b,0.039
15,2,2,a,0.721
17,3,4,c,0.120
12,1,2,d,0.440
15,6,1,c,0.468
4,3,5,b,0.890
5,9,1,d,0.204
12,9,4,d,0.111
5,2,2,c,0.631
19,6,1,d,0.955
19,10,5,b,0.560
9,10,2,d,0.827
17,1,5,a,0.204
5,9,3,d,0.808
4,2,2,c,0.932
7,6,5,c,0.850
20,5,2,c,0.972
16,7,5,c,0.224
18,2,2,a,0.236
4,8,1,b,0.326
20,3,2,d,0.640
9,6,5,d,0.798
14,4,5,c,0.512
18,5,5,b,0.329
18,1,3,a,0.232
10,6,2,b,0.442
20,6,4,b,0.635
4,5,1,a,0.153
7,6,1,b,0.132
15,4,3,a,0.060
3,1,2,d,0.620
3,8,3,b,0.598
20,5,5,b,0.349
14,4,3,d,0.222
13,10,1,c,0.390
13,6,4,c,0.352
16,8,3,b,0.967
19,8,4,b,0.321
16,2,5,b,0.929
20,8,1,b,0.266
4,1,4,b,0.394
9,4,1,d,0.261
17,9,2,c,0.532
4,2,1,c,0.606
12,4,1,a,0.148
12,8,1,d,0.963
5,2,5,a,0.232
20,7,5,a,0.856
2,5,4,a,0.042
5,8,4,d,0.489
12,7,4,b,0.350
19,4,5,d,0.324
14,3,1,c,0.822
19,3,2,d,0.879
17,9,4,c,0.714
1,9,2,a,0.247
5,3,3,b,0.259
12,7,3,d,0.135
17,3,1,a,0.048
2,3,5,a,0.926
3,4,2,a,0.229
18,4,3,d,0.147
16,9,1,c,0.825
16,9,4,c,0.181
12,5,2,b,0.167
2,10,1,a,0.843
18,7,2,a,0.400
13,2,3,d,0.716
6,2,1,a,0.658
20,7,2,d,0.238
9,5,3,b,0.983
4,9,1,c,0.183
5,4,1,b,0.711
5,7,3,c,0.085
18,4,4,d,0.329
8,4,1,b,0.142
6,7,1,d,0.834
7,1,2,d,0.568
14,2,1,c,0.422
14,5,5,c,0.870
6,5,1,b,0.736
18,4,5,c,0.402
18,2,5,b,0.559
5,2,2,a,0.295
11,4,2,d,0.643
15,6,1,a,0.575
16,6,1,c,0.458
6,2,5,a,0.298
7,6,5,d,0.704
5,5,1,c,0.099
16,3,1,a,0.353
1,4,1,a,0.922
6,3,5,a,0.137
19,9,4,b,0.402
14,3,5,a,0.757
2,7,2,a,0.037
19,9,1,d,0.771
13,1,4,a,0.713
11,9,1,b,0.470
15,7,4,a,0.111
11,2,5,d,0.898
5,7,4,b,0.552
17,1,4,b,0.656
10,5,1,d,0.590
10,2,2,a,0.127
18,7,1,a,0.684
18,5,5,c,0.420
13,1,3,c,0.430
20,6,4,c,0.107
12,6,2,c,0.740
11,2,4,c,0.086
4,8,1,d,0.852
10,7,4,c,0.179
14,3,2,d,0.228
11,10,5,a,0.574
14,9,5,c,0.803
3,2,3,c,0.478
6,9,1,d,0.515
7,5,2,c,0.345
18,1,4,c,0.872
10,6,4,d,0.326
18,9,1,d,0.304
20,6,3,d,0.831
13,6,1,b,0.304
19,10,1,b,0.879
5,10,3,d,0.384
11,5,1,c,0.501
12,8,3,a,0.537
4,7,2,a,0.875
2,8,1,c,0.031
5,10,2,d,0.449
13,2,4,a,0.290
11,7,5,d,0.463
2,4,2,d,0.504
7,6,5,d,0.754
6,6,4,c,0.416
19,7,4,c,0.491
20,4,5,a,0.219
10,8,4,a,0.039
14,9,3,c,0.853
17,10,1,a,0.295
11,7,4,b,0.156
16,3,3,b,0.598
13,3,3,b,0.360
1,9,5,b,0.566
19,9,4,a,0.426
11,7,1,a,0.747
7,8,1,b,0.728
4,6,3,a,0.351
4,3,1,b,0.536
13,5,4,b,0.987
13,5,4,d,0.387
2,4,4,a,0.749
4,7,5,d,0.018
11,6,3,a,0.865
15,4,5,d,0.398
15,4,5,b,0.742
11,8,2,c,0.984
11,3,1,a,0.154
8,3,5,b,0.903
18,7,2,b,0.843
12,9,2,a,0.979
11,10,1,c,0.841
5,6,2,a,0.660
19,5,5,a,0.035
5,1,1,b,0.315
18,3,3,c,0.585
14,10,4,c,0.659
11,1,3,a,0.535
15,10,5,a,0.891
5,2,1,d,0.591
14,8,1,b,0.393
13,4,1,b,0.226
20,6,5,b,0.789
1,10,4,d,0.381
16,7,4,a,0.071
4,4,1,a,0.113
7,6,3,a,0.317
